Restaurant Name,Longitude,Latitude,Average Cost for two,Aggregate rating,Cuisines
Raasta,77.1944156,28.5541282,1375,3.9,"Continental, Italian"
Hauz Khas Social,77.1944706,28.5542851,1375,4.3,"Continental, American, Asian, North Indian"
Kunzum Travel Cafe,77.1943217,28.55333,200,4.2,Cafe
Lord of the Drinks Meadow,77.1952737,28.5557479,1375,4.2,"European, Chinese, North Indian, Italian"
Matchbox,77.1941749,28.5541009,1375,4,"American, British, Continental"
Naivedyam,77.1952749,28.555157,500,4.2,South Indian
Rang De Basanti Urban Dhaba,77.195013,28.554476,1300,4.4,North Indian
Smoke House Deli,77.1948582,28.5542015,1375,4.1,"European, Italian, Cafe"
Viva Deli - Holiday Inn,77.122793,28.550327,1000,3.3,Bakery
Cafe on 3 - Holiday Inn,77.2980406,28.5907981,1375,3.4,"Continental, Chinese, Thai, Mediterranean"
The Kylin Experience - Holiday Inn,77.2977869,28.5905091,1375,3.7,"Japanese, Chinese, Asian, Thai"
Thugs - Hotel Broadway,77.2379557,28.6409625,1100,3.4,Finger Food
Chor Bizarre - Hotel Broadway,77.2378659,28.6410435,1375,3.9,"North Indian, Kashmiri, Chinese, Thai, Korean"
Opium Bar - Hotel City Park,77.1430501,28.7056604,1375,2.8,"Finger Food, North Indian, Chinese"
Yellow Mirchi - Hotel City Park,77.1432187,28.7057393,1375,3.9,North Indian
Curry Capital - Hotel Classic Diplomat,77.1261797,28.5476562,1000,0,"North Indian, Continental, South Indian, Chinese"
Viceroy Bar - Hotel Classic Diplomat,77.1259999,28.5479078,800,0,North Indian
Cafe Regent,77.1729864,28.6430365,700,3,Cafe
The Grand Kitchen,77.1729982,28.6430256,800,0,"North Indian, Chinese"
Lutyen's - Hotel The Royal Plaza,77.2170282,28.6212265,1375,3.3,"Continental, North Indian, Italian"
Onyx Bar - Hotel The Royal Plaza,77.2170731,28.6212756,1375,3,"Continental, Chinese, Japanese, North Indian, Thai"
SKY Lounge Bar & Grill - Hotel The Royal Plaza,77.2170731,28.6212756,1375,3.4,Finger Food
Jasmine - Hotel The Royal Plaza,77.2170731,28.6212756,1375,3.7,"Seafood, Chinese, Japanese, Sushi, Thai"
Lord William Tea Lounge - Hotel The Royal Plaza,77.216908,28.6212322,1375,3.6,Cafe
Royal Brewery Bistro,77.2170282,28.6213161,1375,3.5,"Finger Food, Italian"
Cafe - Hyatt Regency,77.185331,28.56904,1375,3.6,"Cafe, Continental, North Indian"
La Piazza - Hyatt Regency,77.185331,28.56904,1375,3.9,Italian
Polo Lounge - Hyatt Regency,77.185331,28.56904,1375,3.6,Finger Food
Sidewalk - Hyatt Regency,77.185331,28.56904,1000,3.8,"Bakery, Cafe"
T.K'S Oriental Grill - Hyatt Regency,77.185331,28.56904,1375,3.9,"Japanese, Thai, Sushi"
China Kitchen - Hyatt Regency,77.185331,28.56904,1375,4,Chinese
The Hub -  ibis New Delhi,77.123127,28.551398,1375,3.1,North Indian
Frugurpop-  ibis New Delhi,0,0,300,0,"Ice Cream, Desserts"
Baked and Wrapped,77.2093928,28.5780214,500,3.1,"Bakery, Desserts"
M.D. Kitchen,77.2100616,28.5783748,600,2.6,"North Indian, Mughlai, Chinese, South Indian"
Kerala Hotel,77.2100216,28.5739586,400,3.9,"Kerala, Biryani"
New Classic Kitchen,77.2095724,28.5780386,300,0,"Chinese, Fast Food"
M.P. Canteen,77.198618,28.607967,350,3.1,"South Indian, North Indian, Chinese, Mughlai"
Mysore Cafe,77.2014634,28.6083918,200,3.2,South Indian
Maharashtra Sadan,77.2296031,28.6184829,300,3.8,"North Indian, Maharashtrian"
Kashmiri Hills Wazwan,0,0,300,0,Kashmiri
Mirch Masala Restaurant,77.1981633,28.6086732,400,0,North Indian
Shree Rathnam,77.2211555,28.6083206,800,0,"South Indian, North Indian, Chinese"
Abhishek Restaurant,77.3016535,28.6307448,400,2.9,"North Indian, Chinese"
AL Maroosh,77.2933535,28.6221018,500,2.8,"North Indian, Mughlai, Chinese"
Ambarsari Kababs & Curries,77.3027284,28.6332414,400,3,"North Indian, Chinese"
Ambrosia - The Golden Palms Hotel,77.3061495,28.6310189,1375,2.8,"North Indian, Continental"
Bala's Kitchen,77.3062105,28.6311765,300,2.9,South Indian
Cafe Meadows,77.2995552,28.6360907,200,3.1,"Fast Food, Desserts"
Dee The Baker,77.3089444,28.6281517,300,3.4,Bakery
Dilli Darbaar,77.3043502,28.6360024,100,3.1,Street Food
Finger Licious,77.3056876,28.6362503,200,3.2,"Bakery, Fast Food"
Garden Hut,77.3059907,28.6306439,450,2.7,Chinese
Hari Mirch Masala,77.3031004,28.6360078,350,2.8,"North Indian, Chinese"
Kamal's,77.3031053,28.6351912,550,2.8,"North Indian, South Indian, Chinese, Fast Food"
Kocktails & Kurries,77.3089888,28.6280802,950,3.1,"North Indian, Chinese"
Madras Cafe,77.3032993,28.6355354,150,3.2,South Indian
Mahalaxmi Dairy & Sweets,77.3039947,28.6348977,100,2.6,"Mithai, Street Food"
Meet n Eat,77.3082609,28.6282279,450,2.7,"North Indian, Fast Food, Chinese"
Punjabi Mirchi,77.3028343,28.6335406,650,3.3,"North Indian, Mughlai, Chinese"
The Garam Masala,77.3079824,28.627967,400,3.4,"North Indian, Chinese"
Unique Pastry Shop,77.3035124,28.6349194,200,3.4,Bakery
Vaishno Amritsari Dhaba,77.307845,28.6278421,350,3.2,North Indian
Zara Restaurant,77.2919552,28.6220862,400,3.3,"North Indian, Mughlai"
Bhatia Sweets,77.305996,28.630711,150,3.5,"Mithai, South Indian, Street Food"
De Cafepedia,77.3030936,28.6360258,250,3.5,"Fast Food, Chinese"
Icy Curls,77.3037739,28.634931,300,3.7,"Desserts, Ice Cream"
Chakhna,77.3012262,28.6308689,400,0,"North Indian, Chinese"
Choco-House Chocolatiers,0,0,500,0,Desserts
D Brown Affairs,77.2995024,28.6362246,300,0,"Bakery, Desserts"
Daya Sagar,77.2974464,28.6346331,400,0,"North Indian, Chinese, Mughlai"
Food Code 99,77.3011496,28.6274039,300,0,"Chinese, South Indian, Fast Food"
Foodie Singh,77.2990042,28.6336787,500,0,North Indian
Gluten Free by Deepika,0,0,350,0,"Bakery, Healthy Food"
Jain Restaurant,77.2995973,28.630479,500,0,North Indian
Kesariya Sweets,77.30793916,28.62804124,250,0,Mithai
KG Confectionery and Pastry Shop,77.3038718,28.6348699,100,0,"Bakery, Desserts"
Krishna Da Dhaba,77.3032993,28.6355354,200,0,North Indian
Little Cup Cake,0,0,350,0,"Bakery, Desserts"
New Kovilakam Restaurant,77.30450468,28.63570449,400,0,"Kerala, South Indian"
Nice Food Corner,77.2934576,28.6219398,150,0,Street Food
Radhey Radhey Foods,77.3029659,28.6264823,500,0,North Indian
Schezwan Bakery,77.3065335,28.6304877,200,0,"Bakery, Fast Food"
Shama Muradabadi Chicken Corner,77.3037861,28.6349562,300,0,Biryani
Starve Stalkers,0,0,300,0,"Italian, Fast Food"
Tava & Tandoor,77.3030602,28.635191,400,0,"North Indian, Chinese"
Chutneez Restaurant Lounge & Bar,77.3095488,28.6339747,1200,2.4,"North Indian, Chinese, Mughlai"
Domino's Pizza,77.3012464,28.6308576,700,2.4,"Pizza, Fast Food"
Mangal Sweets,77.3015435,28.6304523,400,2.4,"North Indian, Chinese, South Indian, Street Food, Mithai"
Sweet Tickles,77.305766,28.631723,500,4.1,"Bakery, Desserts"
Ira - The Waterside Bar - ITC Maurya,77.1734292,28.5981818,1375,3.2,Finger Food
Nutmeg The Gourmet Shop - ITC Maurya,77.1735895,28.5974082,1000,3.4,"Bakery, Desserts"
Fabelle Chocolate Boutique - ITC Maurya,77.1735895,28.5974082,1200,3.8,"Desserts, Ice Cream"
Golf Bar - ITC Maurya,77.1734391,28.5981778,1375,3.5,Drinks Only
Bukhara - ITC Maurya,77.1737243,28.5974659,1375,4.4,North Indian
Tian - Asian Cuisine Studio - ITC Maurya,77.1734547,28.5973505,1375,4.1,"Asian, Japanese, Korean, Thai, Chinese"
Ashish Lal Dhaba,77.23888333,28.63209722,400,3.2,North Indian
Lal Dhaba,0,0,200,3.1,North Indian
McDonald's,77.24104444,28.63255,500,3.2,"Fast Food, Burger"
Udupi Cafe,77.24134527,28.6311424,300,3.5,"South Indian, Chinese"
"34, Chowringhee Lane",77.097151,28.6347982,350,2.7,Fast Food
Amritsar Express,77.0969155,28.6356447,100,3.1,Fast Food
Anand Chicken & Fast Food,77.096421,28.6274912,400,2.8,"Chinese, Fast Food"
Baba Chicken Ludhiana Wale,77.0968706,28.6355956,300,3.1,North Indian
Bombay Vada Pav,77.0969926,28.6360464,150,2.8,Street Food
Cafe Coffee Day,77.0971876,28.6362828,450,3.1,Cafe
Chin Pokli,77.107504,28.620964,400,3.1,Chinese
Curries,77.1090874,28.6275885,600,2.7,"Chinese, Mughlai, North Indian"
Deepak Vaishno Dhaba,77.0981016,28.6310878,350,3.4,North Indian
Delhi Dhaba,77.1022244,28.6237129,300,3.1,North Indian
Dewan Sweets,77.1108383,28.6196388,100,3.3,"Desserts, Street Food"
Flirty Momo's,77.1028818,28.6494365,350,3.1,Chinese
Frontier,77.0975994,28.6312881,200,3.2,Bakery
Giani,77.1109713,28.6255303,400,3,"Ice Cream, Desserts"
Green Chick Chop,77.0980497,28.6316476,350,3.3,"Raw Meats, North Indian, Fast Food"
Khalsa Veg Corner,77.0980565,28.6343754,300,3.4,"North Indian, Fast Food"
Kings Kulfi,77.0971673,28.6349446,150,3.3,Ice Cream
Kohli Dhaba,77.0982505,28.631387,600,3.4,North Indian
Laxmi Ice Cream,77.0968803,28.6353891,200,3.4,"Ice Cream, Desserts"
Mosaic - SK Premium Park,77.1136177,28.6300121,1375,2.9,"North Indian, Chinese, Continental"
Moti Mahal Delux,77.1013347,28.6255608,800,2.7,"North Indian, Chinese"
Mukesh Chic-Inn Hot & Spice,77.0969155,28.6356447,400,3,Mughlai
Muradabadi Biryani,77.0981402,28.6322412,300,2.6,Hyderabadi
Muradabadi Shahi Biryani & Chicken Corner,77.0978255,28.6316146,450,3.3,"North Indian, Biryani"
Nagi Fish Corner,77.0965558,28.63561,250,3.1,North Indian
Nirula's Ice Cream,77.0981006,28.6316165,250,3,"Desserts, Ice Cream"
Papa Veg Chinese Food,77.0971629,28.6347297,400,2.9,"Chinese, Fast Food"
Pindi's Kitchen,77.0971063,28.6350493,450,3.3,Mughlai
Rewari Sweets,77.1087679,28.6134073,400,3.2,Mithai
Roti Aur Boti,77.097836,28.6313278,100,3.2,Fast Food
Sahni Chicken Corner,77.1017394,28.6249007,500,3.2,"North Indian, Mughlai"
Sarpal Restaurant,77.1112093,28.6249622,550,3.1,"North Indian, Mughlai"
SGF - Spice Grill Flame,77.0981661,28.6334468,500,2.9,"North Indian, Chinese"
Shanta Fresh Fish Corner,77.0965824,28.635497,400,3.1,North Indian
Shree Meenakshi Dosai,77.0970387,28.6358663,250,2.9,South Indian
Singz,77.0977886,28.6315014,600,2.9,"North Indian, Chinese"
Sona Bakers,77.0967806,28.6356765,200,3.4,Bakery
Tak - a - Tak,77.0976322,28.6309971,300,3.3,North Indian
The Great Indian Food Truck,77.110907,28.6246348,250,3,"Chinese, Mexican, Italian"
Tihar Food Court,77.1040333,28.6197878,300,2.9,Fast Food
Uncle Da Dhabha,77.0998706,28.6351319,200,3,North Indian
Variety Chicken Corner,77.1074751,28.6212976,450,2.9,North Indian
Wah Ji Wah,77.0971697,28.6350345,450,2.5,"Mughlai, Chinese"
9 Scoops,77.0998371,28.635251,300,3.6,Ice Cream
Kati Roll Cottage,77.0994344,28.6344684,200,3.5,Fast Food
Pul Bangash Wale,77.097993,28.6315308,300,3.7,"North Indian, Mughlai"
Sunny Chicken Soup,77.0970504,28.6351651,200,3.6,North Indian
Yo Momos,77.0977144,28.6314535,300,3.7,"Chinese, North Indian"
Bikaner Sweets,77.0997544,28.6344525,200,0,"Chinese, Mithai"
Bittoo Murge Wala,77.0972622,28.6360885,300,0,North Indian
Jalebi Wala,77.0970875,28.6353275,100,0,Desserts
Just Parkash,77.1088295,28.6628124,350,0,Chinese
Kwality Sweet Corner,77.1109839,28.6244686,200,0,"Chinese, Mithai"
Mohan Chaat Corner,77.1073269,28.6212971,200,0,"North Indian, Chinese"
Mr. Momo,77.0996828,28.6357503,350,0,"Fast Food, Chinese"
Pishori Chicken Corner,77.1018025,28.6235852,350,0,"Mughlai, Fast Food"
Punjab Patiyala Sahi,77.0974053,28.6342008,350,0,"Mughlai, North Indian"
Shama Chicken Corner,77.1108325,28.6258103,300,0,"Biryani, Mughlai"
Wah G Wah,77.098778,28.631327,450,0,"North Indian, Chinese"
Grillz,77.101117,28.625289,500,2.2,Fast Food
The Barbeque Company,77.1014229,28.6255344,1200,4.2,"North Indian, Chinese, Continental"
Anmol Chicken Corner,77.2349022,28.6498101,400,3.1,North Indian
Babu Bhai Kabab Wale,77.2339142,28.6472969,200,3.4,Mughlai
Chicken Mughlai,77.2335637,28.6487528,350,3,"North Indian, Mughlai"
Cool Point Shahi Tukda,77.2349022,28.6497205,100,3.1,"Desserts, Beverages"
Jawahar Hotel,77.2334814,28.649456,500,3.4,"North Indian, Mughlai"
Lalu Kababe,77.2339276,28.6497621,200,3.2,Mughlai
Phelwan Biryani Wala,77.2350818,28.6470498,150,3,Mughlai
Qureshi Kabab Corner,77.2348573,28.6498506,300,3,Mughlai
Al Jawahar,77.2327023,28.6496214,600,3.8,"Mughlai, North Indian"
Aslam Chicken,77.2335385,28.6486247,400,3.9,Mughlai
Dil Pasand Biryani Point,77.2350818,28.6470498,200,3.5,Biryani
Haji Mohd. Hussain,77.2336085,28.6489324,300,3.6,Mughlai
Kallan Sweets,77.2334979,28.649672,100,3.8,Mithai
The Walled City - Caf?? & Lounge,77.2328365,28.6491652,700,3.8,"Continental, North Indian, Mughlai, Chinese"
Al-Nawab,77.2362096,28.6498224,300,0,Mughlai
Ameer Sweets House,77.2345429,28.6468193,100,0,"Mithai, Street Food"
Anwar Food Corner,77.2331077,28.6497611,600,0,Mughlai
Fish Point,77.2348182,28.6497507,200,0,North Indian
Golden Bakery,77.2335999,28.6481181,100,0,Bakery
Hotel Maidah,77.2328365,28.6492548,400,0,"North Indian, Mughlai"
Lahori Food,77.2333916,28.6493023,400,0,North Indian
Majlis Foods,77.2355652,28.6498655,400,0,North Indian
Cool Point,77.2337024,28.6492691,100,4.2,"Desserts, Beverages"
Haji Shabrati Nihari Wale,77.234498,28.6467702,200,4,Mughlai
Karim's,77.23363,28.6493933,800,4,"Mughlai, North Indian"
Qureshi Kabab Corner,77.2348509,28.649739,200,4.3,Mughlai
Bake Bikaner,77.0781883,28.6178488,500,3.3,"North Indian, South Indian, Chinese, Street Food"
Barista,77.081247,28.6308738,650,3.3,Cafe
Behrouz Biryani,77.076075,28.624851,600,3.4,Biryani
Brunchilli,77.09158983,28.61913158,800,3.2,"North Indian, Chinese"
Cafe Coffee Day,77.0919751,28.6270907,450,3.4,Cafe
Chawla Dillivala,77.08765,28.6217683,600,2.7,"North Indian, Chinese"
Dhaba Ambarsariya,77.101121,28.625011,700,3.3,"North Indian, Chinese"
Domino's Pizza,77.0903177,28.6298073,700,3.4,"Pizza, Fast Food"
GPW - The Food Hub,77.0895476,28.6156773,400,3,"North Indian, Chinese"
Green Bhojanalya,77.0821521,28.6237445,400,3.2,North Indian
Hira Sweets,77.0870265,28.6330204,600,2.5,"North Indian, South Indian, Street Food, Fast Food, Mithai"
Hot Curries,77.09035702,28.61683827,700,3.4,"North Indian, Mughlai, Chinese"
Meenu Caterers,77.090369,28.6168861,600,2.7,"North Indian, Chinese"
Moti Mahal Delux,77.0820473,28.6300262,1000,2.6,"North Indian, Mughlai, Chinese"
New Kadimi,77.0944197,28.6158468,600,2.5,"North Indian, South Indian, Chinese, Fast Food"
Polka Pastry & Snack Bar,77.0966703,28.6311148,350,3.2,"Bakery, Fast Food"
Pudding & Pie,77.0888248,28.6180223,450,3.4,"Bakery, Fast Food"
Singz,77.0859354,28.6219218,700,2.5,"North Indian, Chinese"
Slice of Italy,77.0884552,28.6216295,700,3.4,"Italian, Pizza, Bakery"
Subway,77.0844615,28.6219496,500,3.1,"American, Fast Food, Salad, Healthy Food"
Suruchee,77.0935847,28.6343713,500,3.4,"Bengali, North Indian"
The Bubble Tea Cafe,77.0883654,28.6215998,600,3,Cafe
The Destination,77.0910311,28.6284185,1375,3.3,"Chinese, Mughlai"
The Night Delights,77.0887484,28.6202711,800,3.4,"North Indian, Chinese"
Tingling Pepper,77.0960937,28.6361792,400,3.4,"North Indian, Chinese, Continental, Fast Food"
Wah G Wah,77.0910906,28.6298512,450,2.7,"North Indian, Chinese"
Midnight Hunger Hub,77.0900756,28.6122787,800,4.5,"North Indian, Fast Food, Italian, Asian"
BarShala,77.0816045,28.6295635,600,3.5,Finger Food
Bemisaal Reloaded,77.091394,28.6291122,1250,3.8,"North Indian, Chinese"
Bon App??tit,77.0820832,28.6296625,350,3.8,Fast Food
Burger Point,77.0901845,28.6180324,300,3.6,"Burger, Fast Food"
Cakes 'n' Crumbs,77.0871273,28.6331568,400,3.6,Bakery
China Fort,77.0910903,28.6285431,700,3.5,"Chinese, North Indian, Thai"
Giani,77.0887384,28.6180887,400,3.5,"Ice Cream, Desserts"
Hot Cherries,77.0871808,28.6335873,400,3.6,Bakery
KFC,77.0817882,28.6209459,500,3.5,"American, Fast Food"
McDonald's,77.0819207,28.6299374,500,3.6,"Fast Food, Burger"
Pasta Xpress,77.0941454,28.6157655,700,3.6,"Italian, Fast Food"
Tandoor Bar-Be-Que,77.0846413,28.6218773,600,3.5,"North Indian, Mughlai"
TBK Kulcha's,77.091738,28.6191652,300,3.6,"Fast Food, Street Food"
The Pindi,77.0801897,28.620389,1300,3.5,"North Indian, Chinese, Mughlai"
The Tangy Tomatoes,77.0936598,28.6341679,400,3.7,"Italian, Chinese, Fast Food, North Indian"
Thela,77.0905124,28.6330626,500,3.5,"North Indian, Fast Food, Chinese"
Wah Ji Wah,77.0884763,28.6217284,450,3.7,"North Indian, Chinese"
Muffins,77.0917978,28.6278364,250,1.9,"Bakery, Fast Food"
Food Scouts,77.090872,28.622406,700,4.3,"North Indian, Chinese, Continental"
Aggarwal Sweet India,77.2450727,28.5830716,150,2.8,"Mithai, Street Food"
Bhola Dhaba,77.2459911,28.5835117,300,2.8,North Indian
Cake Me Up,77.2415481,28.5799189,400,3.1,Bakery
Chawla Snacks,77.2467751,28.5826876,250,2.9,North Indian
Chef Joint,77.2475434,28.5795335,400,3.2,"North Indian, Chinese"
China Hut,77.2472956,28.5817203,400,3,Chinese
Chinese Hut,77.247116,28.5816136,450,2.8,"Chinese, Fast Food"
Curries & Kebabs,77.2583408,28.5791847,500,2.7,"North Indian, Mughlai, Chinese"
Giani's,77.2412786,28.5793555,400,3.1,"Ice Cream, Desserts"
Green Chick Chop,77.2479691,28.584787,350,3.1,"Raw Meats, North Indian, Fast Food"
Kabul Restaurant,77.2464868,28.5813084,450,2.8,"Mughlai, Afghani"
Kadimi Dukan,77.2481871,28.5825578,200,3.2,"Street Food, Mithai"
Kadimi Sweets,77.24752,28.5819657,200,3.1,"Mithai, Street Food"
McDonald's,77.2419073,28.5812079,500,3.4,"Fast Food, Burger"
Modi Pastry Corner,77.2467562,28.5813908,100,2.6,"Bakery, Fast Food"
New Evergreen Hotel,77.2476766,28.5844282,450,2.9,"North Indian, Mughlai"
Nikku Hotel,77.2515162,28.5823905,500,2.6,"North Indian, Chinese, Fast Food"
Om Hotel,77.2417277,28.5805634,600,3.3,"North Indian, Mughlai, South Indian"
Pakeeza Burger,77.246482,28.5813093,600,2.6,"North Indian, Afghani"
Paljees Fresh Baked,77.2450505,28.5828513,200,3.1,"Bakery, Desserts, Fast Food"
Pinka's Rasoi,77.2416379,28.5798378,500,3.1,North Indian
Republic of Chicken,77.2450954,28.5829004,400,2.8,"Raw Meats, Fast Food"
Sandwich & Sons,77.2487324,28.5853525,500,3.2,Fast Food
Simple Restaurant,77.2439728,28.5837347,500,3,"North Indian, Chinese"
Subway,77.2450505,28.5828513,500,3.3,"American, Fast Food, Salad, Healthy Food"
Tempting Bar-B-Que,77.2451403,28.5824117,650,3.3,"North Indian, Chinese"
The Biryani Hut,77.2473854,28.5818185,400,2.9,Biryani
Beliram Degchiwala,77.2450505,28.5828513,900,3.5,"North Indian, Mughlai"
Instapizza,77.2488222,28.5853611,900,3.9,"Pizza, Fast Food"
Janta Bakery,77.2482385,28.5823926,150,3.6,"Bakery, Fast Food"
Pal Refreshment Corner,77.2417277,28.580653,500,3.5,"North Indian, Chinese"
Transform Nutrition,77.2415673,28.5807469,400,3.5,"Healthy Food, Continental"
Bhashi Caterers,77.2515611,28.5819018,600,0,North Indian
Birbal Ji Dhaba,77.2512383,28.5815771,350,0,North Indian
Chaap Express,77.2460575,28.5835827,300,0,North Indian
Daawat-e-Mehak,77.262305,28.5764607,350,0,"North Indian, Mughlai, Chinese"
Delhi Biryani Hut,77.2468941,28.5815151,300,0,Mughlai
K. B. Eating Point,77.2603162,28.5798205,250,0,"Chinese, South Indian"
Kashmiri Wazwan,77.247005,28.5815244,250,0,Kashmiri
Maan Singh Halwai,77.258251,28.5792658,100,0,Mithai
Mughlai Darbar Muradabadi,77.2487324,28.5852629,300,0,Mughlai
P.S. Chinese & Thai Food,77.2585204,28.5791121,300,0,Chinese
Pak Afghan Restaurant,77.2467645,28.5814249,300,0,Afghani
Pakeeza Restaurants,77.2463975,28.5812764,500,0,Mughlai
Radhe Shyam Chole Bhature,77.2490554,28.5827894,100,0,Street Food
Sanjha Chulha,77.2574428,28.5738108,700,0,"North Indian, Mughlai"
Sardar A Pure Meat Shop,77.247116,28.5843025,300,0,"Raw Meats, Fast Food"
Shahi Muradabadi & Hyderabadi,77.2622917,28.5771398,200,0,Mughlai
Shankar Chinese Foods,77.2422216,28.5794004,200,0,"Chinese, Fast Food"
Shri Ram Sweets,77.2584306,28.5792829,300,0,"South Indian, Street Food, Chinese"
Subhash Punjabi Family Dhaba,77.251335,28.5815991,350,0,North Indian
Tandoori Nature,77.2479992,28.5832431,400,0,North Indian
Tinker Koch,77.2474752,28.5839782,300,0,North Indian
Wakhra Swag,77.2569041,28.5744768,200,0,"South Indian, Chinese, Fast Food"
Chawla's?_,77.2417277,28.5802945,800,2.3,"North Indian, Mughlai"
Barbeque Nation,77.2413236,28.580749,1375,4,"North Indian, Chinese"
Novelty Dairy & Stores,77.2439279,28.5837753,200,4.1,Fast Food
Caara Cafe,77.2225973,28.6274922,600,3.3,"Cafe, European"
Cafe Coffee Day - The Lounge,77.22028926,28.62642941,750,3.3,Cafe
Cafe Coffee Day,77.2198128,28.6290186,450,3.1,Cafe
Costa Coffee,77.21958833,28.629035,600,3.4,Cafe
Gulnar - Hotel Janpath,77.21879444,28.62175556,1375,3.2,"North Indian, Chinese"
Kalpana Restaurant,77.220734,28.6285904,500,3.2,"North Indian, Chinese, Mughlai"
Meenas,77.2165193,28.6219039,550,2.9,"North Indian, Chinese"
Pizza Hut,77.2195131,28.62751063,1000,3.4,"Italian, Pizza, Fast Food"
Prince Chaat Corner,77.2185552,28.628809,150,3.2,Street Food
Rajeev Restaurant,77.2166027,28.621945,200,3,North Indian
RSVP,77.2170731,28.6212756,1375,2.7,Finger Food
Samridhi,77.2167587,28.623172,350,3.2,"Kerala, South Indian"
Shan E Dilli,77.2209805,28.62913,400,3,North Indian
Svasti Cafe,0,0,800,3.1,"North Indian, Fast Food, Bihari"
The Zest,77.21957177,28.62727844,1100,3.2,"North Indian, Continental"
Masala Library,77.2186451,28.6182446,1375,4.9,Modern Indian
Bhogal Chole Bhature Wala,77.22037341,28.62921603,150,3.8,Street Food
Bunta Bar,77.2198128,28.6283018,1200,3.9,"Modern Indian, North Indian"
Cafe Coffee Day The Square,77.2194865,28.626685,700,3.7,Cafe
Cottage Caf?? by Smoothie factory,77.21970689,28.62590527,650,3.7,"Cafe, Desserts, Healthy Food, Juices"
Depaul's,77.2186451,28.6289072,200,3.7,Fast Food
Fresc Co,77.2197229,28.6282932,1375,3.8,"Italian, Mediterranean"
Informal,77.220458,28.627044,1200,3.9,"North Indian, Spanish, Mediterranean"
Lutyens Cocktail House,77.2194535,28.6183217,1375,3.9,"North Indian, Lebanese, European, Mexican"
McDonald's,77.21920632,28.62662923,500,3.8,"Fast Food, Burger"
Office Office,77.2196331,28.6269407,1200,3.9,"North Indian, Continental"
Pappu Chat Bhandar,77.2225973,28.6276714,150,3.5,Street Food
The Beer Cafe,77.21962843,28.62913863,1250,3.6,"Finger Food, North Indian"
The Masala Trail,77.219697,28.62711,800,3.9,"North Indian, South Indian, Street Food"
Chill House Kafe,77.2186451,28.627832,250,0,Cafe
Connoisseur,77.20999705,28.62569483,400,0,Bakery
Mahesh Chaat Corner,0,0,250,0,"Chinese, Fast Food, Pizza"
Pind Balluchi,77.2197229,28.6291892,1000,0,"North Indian, Mughlai"
Queen's Way,77.2181061,28.6284974,500,0,"North Indian, Mughlai"
Sea Lord,77.2164893,28.6219815,250,0,"North Indian, South Indian"
52 Janpath,77.2196331,28.6271199,1375,4.2,"American, Italian, North Indian, European, Thai"
Cafe Southall,77.2205314,28.6272055,1350,4.2,"North Indian, Italian, Continental, Asian"
Saravana Bhavan,77.2195882,28.6270708,500,4.2,South Indian
Tourist Janpath,77.2196051,28.6291434,1375,4.1,"North Indian, American, Chinese"
Cafe Coffee Day,77.2865357,28.5377179,450,3.1,Cafe
Cafe Punjabi,77.2872342,28.5373236,300,3.3,North Indian
Chai Garam,77.2866593,28.5377077,300,2.9,"Beverages, Fast Food"
Chai Shots,77.2862858,28.5398301,200,3,"Beverages, Fast Food"
Chao Cart,77.2877168,28.53938,400,3.1,Chinese
Deli Belly,77.2884959,28.5398033,1000,2.6,"North Indian, Italian, Continental"
Ego,77.2865123,28.5391313,800,3.3,"Continental, Italian"
Fresh n Refresh,77.2970413,28.5413666,500,2.8,Fast Food
Jack Po!tato's,77.2875272,28.5372187,150,3.3,Fast Food
Moti Mahal Delux,77.2875567,28.5373632,950,2.8,"North Indian, Mughlai"
Pizza Hut Delivery,77.2866858,28.5377272,800,2.5,"Italian, Pizza, Fast Food"
Riviera,77.2935319,28.5404503,1000,3.2,"Continental, North Indian, Chinese, Mughlai, Asian"
Subway,77.2866755,28.5376733,500,2.8,"American, Fast Food, Salad, Healthy Food"
Tamura,77.2874628,28.5374717,1375,3.3,Japanese
ANF Kitchen Express,77.2894195,28.5386022,450,3.5,"North Indian, Fast Food"
Mumu Dahlin,77.294558,28.5398007,1000,3.8,"Continental, North Indian, Chinese, Cafe"
Startup Cafe,77.2895211,28.5382002,500,3.7,Cafe
Starvin' Marvin,77.2978344,28.5436226,600,3.8,"Italian, Mexican, Lebanese, Continental"
Wok On Wheels,77.2900843,28.5398573,550,3.8,Chinese
Chai Mantra,77.2899644,28.5382385,200,0,"Fast Food, Beverages"
Sagar Ratna,77.2882379,28.5398069,600,2.4,"South Indian, North Indian, Chinese"
Paatra - Jaypee Siddharth,77.1758533,28.6427453,1375,3.4,North Indian
Eggspectation - Jaypee Siddharth,77.1758886,28.642764,1375,3.5,"European, Continental, North Indian"
Ano Tai - Jaypee Vasant Continental,77.16443762,28.55650347,1375,3.4,Chinese
Tapas - Jaypee Vasant Continental,77.16443762,28.55650347,1375,3.2,North Indian
The Old Baker - Jaypee Vasant Continental,77.16443762,28.55650347,500,3.3,Bakery
Eggspectation - Jaypee Vasant Continental,77.16443762,28.55650347,1375,3.6,"European, Continental, North Indian"
Paatra - Jaypee Vasant Continental,77.16443762,28.55650347,1375,3.5,"North Indian, Mughlai"
Ambarsaria by Gourmet Affaire's,77.2383021,28.5364178,400,3.1,Fast Food
August Moon,77.2385844,28.5366985,1250,2.8,"Chinese, Thai"
